payload,time_since_boot_ms,time_since_transmission_init_ms,payload_size_bytes,rssi,rssi_corrected,kalman_rssi,sma_rssi,energy_per_packet_min_mj,energy_per_packet_max_mj,tx_interval_ms,timestamp,snr_db
CFG sf=7 sbw=500000 tp=2,,,24,-51.0,-43.9333,-51.3038,-51.6,,,,2025-12-20T22:37:00.557662,66.01
"24725337,100,8,74,7D,46,40,FD,1A,A6,41",24725337,817936,38,-65.0,-58.8667,-58.1519,-65.0,4.38,6.56,208,2025-12-20T22:37:00.765662,52.01
"24726007,100,8,4F,C6,07,40,8B,E4,A4,41",24726007,818144,38,-65.0,-58.8667,-61.5759,-65.0,4.38,6.56,207,2025-12-20T22:37:00.972662,52.01
"24726217,100,8,C1,B3,00,40,33,84,A4,41",24726217,818351,38,-65.0,-58.8667,-63.2880,-65.0,4.38,6.56,207,2025-12-20T22:37:01.179662,52.01
"24726426,100,8,92,41,01,40,7C,27,A4,41",24726426,818558,38,-65.0,-58.8667,-64.1440,-65.0,4.38,6.56,208,2025-12-20T22:37:01.387662,52.01
"24726635,100,8,19,6A,09,40,72,CE,A3,41",24726635,818766,38,-65.0,-58.8667,-64.5720,-65.0,4.38,6.56,208,2025-12-20T22:37:01.595662,52.01
"24726844,100,8,53,41,10,40,50,A3,A3,41",24726844,818974,38,-65.0,-58.8667,-64.7860,-65.0,4.38,6.56,209,2025-12-20T22:37:01.804662,52.01
"24727053,100,8,61,1E,23,40,D7,4F,A3,41",24727053,819183,38,-65.0,-58.8667,-64.8930,-65.0,4.38,6.56,206,2025-12-20T22:37:02.010662,52.01
"24727262,100,8,8E,3C,3C,40,21,00,A3,41",24727262,819389,38,-65.0,-58.8667,-64.9465,-65.0,4.38,6.56,207,2025-12-20T22:37:02.217662,52.01
"24727471,100,8,7E,9B,5A,40,34,B4,A2,41",24727471,819596,38,-65.0,-58.8667,-64.9732,-65.0,4.38,6.56,209,2025-12-20T22:37:02.426662,52.01
"24727680,100,8,3D,05,7D,40,1A,6C,A2,41",24727680,819805,38,-65.0,-58.8667,-64.9866,-65.0,4.38,6.56,212,2025-12-20T22:37:02.638662,52.01
"24727889,100,8,49,0D,91,40,D8,27,A2,41",24727889,820017,38,-65.0,-58.8667,-64.9933,-65.0,4.38,6.56,206,2025-12-20T22:37:02.844662,52.01
"24728099,100,8,82,30,A4,40,76,E7,A1,41",24728099,820223,38,-65.0,-58.8667,-64.9967,-65.0,4.38,6.56,209,2025-12-20T22:37:03.053662,52.01
"24728308,100,8,FA,28,B7,40,FB,AA,A1,41",24728308,820432,38,-65.0,-58.8667,-64.9983,-65.0,4.38,6.56,201,2025-12-20T22:37:03.254662,52.01
"24728517,100,8,13,35,C9,40,6C,72,A1,41",24728517,820633,38,-65.0,-58.8667,-64.9992,-65.0,4.38,6.56,208,2025-12-20T22:37:03.462662,52.01
"24728726,100,8,9D,9C,D9,40,D1,3D,A1,41",24728726,820841,38,-65.0,-58.8667,-64.9996,-65.0,4.38,6.56,208,2025-12-20T22:37:03.670662,52.01
"24728935,100,8,83,FD,E0,40,FF,24,A1,41",24728935,821049,38,-65.0,-58.8667,-64.9998,-65.0,4.38,6.56,208,2025-12-20T22:37:03.878662,52.01
"24729144,100,8,62,BB,ED,40,59,F6,A0,41",24729144,821257,38,-64.0,-57.8000,-64.4999,-64.8,4.38,6.56,211,2025-12-20T22:37:04.089662,53.01
"24729353,100,8,EF,5F,F7,40,B3,CB,A0,41",24729353,821468,38,-65.0,-58.8667,-64.7499,-64.8,4.38,6.56,208,2025-12-20T22:37:04.297662,52.01
"24729562,100,8,BE,88,FD,40,10,A5,A0,41",24729562,821676,38,-65.0,-58.8667,-64.8750,-64.8,4.38,6.56,206,2025-12-20T22:37:04.503662,52.01
"24729771,100,8,F3,F6,FF,40,75,82,A0,41",24729771,821882,38,-65.0,-58.8667,-64.9375,-64.8,4.38,6.56,207,2025-12-20T22:37:04.710662,52.01
"24729980,100,8,C0,91,FE,40,E5,63,A0,41",24729980,822089,38,-65.0,-58.8667,-64.9687,-65.0,4.38,6.56,208,2025-12-20T22:37:04.918662,52.01
"24730190,100,8,62,67,F9,40,63,49,A0,41",24730190,822297,38,-65.0,-58.8667,-64.9844,-65.0,4.38,6.56,209,2025-12-20T22:37:05.127662,52.01
"24730399,100,8,92,AC,F0,40,F2,32,A0,41",24730399,822506,38,-65.0,-58.8667,-64.9922,-65.0,4.38,6.56,209,2025-12-20T22:37:05.336662,52.01
"24730608,100,8,68,BA,E4,40,95,20,A0,41",24730608,822715,38,-65.0,-58.8667,-64.9961,-65.0,4.38,6.56,200,2025-12-20T22:37:05.536662,52.01
"24730817,100,8,CE,0A,D6,40,4D,12,A0,41",24730817,822915,38,-65.0,-58.8667,-64.9980,-65.0,4.38,6.56,209,2025-12-20T22:37:05.745662,52.01
"24731026,100,8,DF,D9,CD,40,B1,0C,A0,41",24731026,823124,38,-65.0,-58.8667,-64.9990,-65.0,4.38,6.56,206,2025-12-20T22:37:05.951662,52.01
"24731235,100,8,49,2E,BC,40,8B,04,A0,41",24731235,823330,38,-65.0,-58.8667,-64.9995,-65.0,4.38,6.56,207,2025-12-20T22:37:06.158662,52.01
"24731444,100,8,16,63,A9,40,7E,00,A0,41",24731444,823537,38,-65.0,-58.8667,-64.9998,-65.0,4.38,6.56,208,2025-12-20T22:37:06.366662,52.01
"24731653,100,8,15,38,96,40,89,00,A0,41",24731653,823745,38,-65.0,-58.8667,-64.9999,-65.0,4.38,6.56,207,2025-12-20T22:37:06.573662,52.01
"24731862,100,8,E8,70,83,40,AC,04,A0,41",24731862,823952,38,-65.0,-58.8667,-64.9999,-65.0,4.38,6.56,212,2025-12-20T22:37:06.785662,52.01
"24732071,100,8,65,9A,63,40,E7,0C,A0,41",24732071,824164,38,-65.0,-58.8667,-65.0000,-65.0,4.38,6.56,210,2025-12-20T22:37:06.995662,52.01
"24732281,100,8,F9,01,44,40,3A,19,A0,41",24732281,824374,38,-65.0,-58.8667,-65.0000,-65.0,4.38,6.56,207,2025-12-20T22:37:07.202662,52.01
"24732490,100,8,01,5B,29,40,A2,29,A0,41",24732490,824581,38,-65.0,-58.8667,-65.0000,-65.0,4.38,6.56,207,2025-12-20T22:37:07.409662,52.01
"24732699,100,8,81,B5,14,40,1F,3E,A0,41",24732699,824788,38,-65.0,-58.8667,-65.0000,-65.0,4.38,6.56,207,2025-12-20T22:37:07.616662,52.01
"24732908,100,8,2E,E4,06,40,AE,56,A0,41",24732908,824995,38,-65.0,-58.8667,-65.0000,-65.0,4.38,6.56,209,2025-12-20T22:37:07.825662,52.01
"24733117,100,8,0E,BA,02,40,7C,64,A0,41",24733117,825204,38,-65.0,-58.8667,-65.0000,-65.0,4.38,6.56,209,2025-12-20T22:37:08.034662,52.01
"24733326,100,8,06,18,00,40,21,83,A0,41",24733326,825413,38,-65.0,-58.8667,-65.0000,-65.0,4.38,6.56,200,2025-12-20T22:37:08.234662,52.01
"24733535,100,8,91,1C,05,40,D2,A5,A0,41",24733535,825613,38,-65.0,-58.8667,-65.0000,-65.0,4.38,6.56,208,2025-12-20T22:37:08.442662,52.01
"24733744,100,8,7B,94,11,40,8A,CC,A0,41",24733744,825821,38,-65.0,-58.8667,-65.0000,-65.0,4.38,6.56,208,2025-12-20T22:37:08.650662,52.01
"24733953,100,8,82,00,25,40,45,F7,A0,41",24733953,826029,38,-64.0,-57.8000,-64.5000,-64.8,4.38,6.56,207,2025-12-20T22:37:08.857662,53.01
"24734162,100,8,6E,9A,3E,40,00,26,A1,41",24734162,826236,38,-65.0,-58.8667,-64.7500,-64.8,4.38,6.56,208,2025-12-20T22:37:09.065662,52.01
