payload,time_since_boot_ms,time_since_transmission_init_ms,payload_size_bytes,rssi,rssi_corrected,kalman_rssi,sma_rssi,energy_per_packet_min_mj,energy_per_packet_max_mj,tx_interval_ms,timestamp,snr_db
CFG sf=10 sbw=62500 tp=12,,,25,-68.0,-62.0667,-67.0857,-67.2,,,,2025-12-20T17:32:36.075413,58.04
"6450753,100,8,26,29,32,40,7A,E2,EC,41",6450753,6289788,37,-59.0,-52.4667,-63.0429,-59.0,321.16,481.73,9879,2025-12-20T17:32:45.954413,67.04
"6468062,100,8,37,48,FB,40,0F,0D,EB,41",6468062,6299667,37,-58.0,-51.4000,-60.5214,-58.5,321.16,481.73,9878,2025-12-20T17:32:55.832413,68.04
"6477942,100,8,DB,F7,08,40,68,C1,B4,41",6477942,6309545,37,-58.0,-51.4000,-59.2607,-58.3,321.16,481.73,9876,2025-12-20T17:33:05.708413,68.04
"6487822,100,8,4D,55,FF,40,AA,91,A0,41",6487822,6319421,37,-58.0,-51.4000,-58.6304,-58.2,321.16,481.73,9878,2025-12-20T17:33:15.586413,68.04
"6497702,100,8,84,96,1B,40,1E,39,AA,41",6497702,6329299,37,-58.0,-51.4000,-58.3152,-58.0,321.16,481.73,9882,2025-12-20T17:33:25.468413,68.04
"6507582,100,8,AC,4D,CE,40,2C,03,CA,41",6507582,6339181,37,-58.0,-51.4000,-58.1576,-58.0,321.16,481.73,9878,2025-12-20T17:33:35.346413,68.04
"6517462,100,8,FF,77,98,40,58,8B,E8,41",6517462,6349059,37,-58.0,-51.4000,-58.0788,-58.0,321.16,481.73,9878,2025-12-20T17:33:45.224413,68.04
"6527342,100,8,50,D7,7E,40,86,72,EE,41",6527342,6358937,37,-59.0,-52.4667,-58.5394,-58.2,321.16,481.73,9880,2025-12-20T17:33:55.104413,67.04
"6537222,100,8,49,E6,E2,40,13,41,D7,41",6537222,6368817,37,-58.0,-51.4000,-58.2697,-58.2,321.16,481.73,9887,2025-12-20T17:34:04.991413,68.04
