payload,time_since_boot_ms,time_since_transmission_init_ms,payload_size_bytes,rssi,rssi_corrected,kalman_rssi,sma_rssi,energy_per_packet_min_mj,energy_per_packet_max_mj,tx_interval_ms,timestamp,snr_db
CFG sf=8 sbw=125000 tp=22,,,25,-59.0,-52.4667,-58.8643,-59.0,,,,2025-12-20T16:21:12.121574,64.03
"2175623,100,8,98,AD,0A,40,D2,93,CF,41",2175623,2036539,37,-54.0,-47.1333,-56.4322,-54.0,86.80,97.65,1449,2025-12-20T16:21:13.570574,69.03
"2178212,100,8,E6,A8,52,40,09,6C,CA,41",2178212,2037988,37,-54.0,-47.1333,-55.2161,-54.0,86.80,97.65,1453,2025-12-20T16:21:15.023574,69.03
"2179662,100,8,55,45,FF,40,80,41,C1,41",2179662,2039441,37,-54.0,-47.1333,-54.6080,-54.0,86.80,97.65,1445,2025-12-20T16:21:16.468574,69.03
"2181111,100,8,03,1B,AE,40,9F,33,BC,41",2181111,2040886,37,-54.0,-47.1333,-54.3040,-54.0,86.80,97.65,1451,2025-12-20T16:21:17.919574,69.03
"2182560,100,8,63,A4,09,40,D3,FB,B6,41",2182560,2042337,37,-54.0,-47.1333,-54.1520,-54.0,86.80,97.65,1445,2025-12-20T16:21:19.364574,69.03
"2184009,100,8,31,54,55,40,3C,6F,B2,41",2184009,2043782,37,-54.0,-47.1333,-54.0760,-54.0,86.80,97.65,1453,2025-12-20T16:21:20.817574,69.03
"2185458,100,8,00,A5,DE,40,D0,3F,AE,41",2185458,2045235,37,-54.0,-47.1333,-54.0380,-54.0,86.80,97.65,1444,2025-12-20T16:21:22.261574,69.03
"2186907,100,8,A9,D9,F6,40,A5,7F,AA,41",2186907,2046679,37,-54.0,-47.1333,-54.0190,-54.0,86.80,97.65,1450,2025-12-20T16:21:23.711574,69.03
"2188356,100,8,F5,D1,8F,40,EE,3E,A7,41",2188356,2048129,37,-54.0,-47.1333,-54.0095,-54.0,86.80,97.65,1447,2025-12-20T16:21:25.158574,69.03
"2189805,100,8,B6,FC,00,40,B9,8B,A4,41",2189805,2049576,37,-54.0,-47.1333,-54.0048,-54.0,86.80,97.65,1454,2025-12-20T16:21:26.612574,69.03
"2191254,100,8,AB,2F,86,40,ED,4E,A2,41",2191254,2051030,37,-54.0,-47.1333,-54.0024,-54.0,86.80,97.65,1442,2025-12-20T16:21:28.054574,69.03
"2192704,100,8,88,30,F2,40,ED,E3,A0,41",2192704,2052472,37,-54.0,-47.1333,-54.0012,-54.0,86.80,97.65,1455,2025-12-20T16:21:29.509574,69.03
"2194154,100,8,F7,C8,E5,40,E5,21,A0,41",2194154,2053927,37,-54.0,-47.1333,-54.0006,-54.0,86.80,97.65,1443,2025-12-20T16:21:30.952574,69.03
"2195603,100,8,5E,4A,66,40,19,0C,A0,41",2195603,2055370,37,-54.0,-47.1333,-54.0003,-54.0,86.80,97.65,1451,2025-12-20T16:21:32.403574,69.03
"2197052,100,8,82,6F,04,40,EA,A2,A0,41",2197052,2056821,37,-54.0,-47.1333,-54.0001,-54.0,86.80,97.65,1451,2025-12-20T16:21:33.854574,69.03
"2198501,100,8,00,47,A4,40,62,03,A2,41",2198501,2058272,37,-54.0,-47.1333,-54.0001,-54.0,86.80,97.65,1450,2025-12-20T16:21:35.304574,69.03
"2199950,100,8,CD,8D,FD,40,44,F5,A3,41",2199950,2059722,37,-54.0,-47.1333,-54.0000,-54.0,86.80,97.65,1447,2025-12-20T16:21:36.751574,69.03
"2201399,100,8,16,C6,CD,40,DE,82,A6,41",2201399,2061169,37,-54.0,-47.1333,-54.0000,-54.0,86.80,97.65,1453,2025-12-20T16:21:38.204574,69.03
"2202848,100,8,B2,DE,35,40,25,A1,A9,41",2202848,2062622,37,-54.0,-47.1333,-54.0000,-54.0,86.80,97.65,1446,2025-12-20T16:21:39.650574,69.03
"2204297,100,8,9D,8D,1A,40,A3,42,AD,41",2204297,2064068,37,-54.0,-47.1333,-54.0000,-54.0,86.80,97.65,1443,2025-12-20T16:21:41.093574,69.03
"2205746,100,8,E7,CE,B8,40,A7,57,B1,41",2205746,2065511,37,-54.0,-47.1333,-54.0000,-54.0,86.80,97.65,1455,2025-12-20T16:21:42.548574,69.03
"2207196,100,8,3B,9B,FF,40,FB,29,B6,41",2207196,2066966,37,-54.0,-47.1333,-54.0000,-54.0,86.80,97.65,1447,2025-12-20T16:21:43.995574,69.03
"2208646,100,8,D9,34,B1,40,B0,F4,BA,41",2208646,2068413,37,-54.0,-47.1333,-54.0000,-54.0,86.80,97.65,1446,2025-12-20T16:21:45.441574,69.03
"2210095,100,8,B5,32,13,40,C1,F7,BF,41",2210095,2069859,37,-54.0,-47.1333,-54.0000,-54.0,86.80,97.65,1446,2025-12-20T16:21:46.887574,69.03
"2211544,100,8,75,23,41,40,85,1D,C5,41",2211544,2071305,37,-54.0,-47.1333,-54.0000,-54.0,86.80,97.65,1454,2025-12-20T16:21:48.341574,69.03
"2212993,100,8,36,77,D4,40,BF,4F,CA,41",2212993,2072759,37,-54.0,-47.1333,-54.0000,-54.0,86.80,97.65,1448,2025-12-20T16:21:49.789574,69.03
"2214442,100,8,F0,7F,FB,40,FD,77,CF,41",2214442,2074207,37,-54.0,-47.1333,-54.0000,-54.0,86.80,97.65,1446,2025-12-20T16:21:51.235574,69.03
"2215891,100,8,2C,ED,92,40,13,E1,D4,41",2215891,2075653,37,-54.0,-47.1333,-54.0000,-54.0,86.80,97.65,1453,2025-12-20T16:21:52.688574,69.03
"2217340,100,8,DF,B9,01,40,04,AE,D9,41",2217340,2077106,37,-54.0,-47.1333,-54.0000,-54.0,86.80,97.65,1451,2025-12-20T16:21:54.139574,69.03
"2218789,100,8,D9,59,74,40,93,2E,DE,41",2218789,2078557,37,-54.0,-47.1333,-54.0000,-54.0,86.80,97.65,1443,2025-12-20T16:21:55.582574,69.03
"2220238,100,8,A4,E6,EA,40,4D,4F,E2,41",2220238,2080000,37,-54.0,-47.1333,-54.0000,-54.0,86.80,97.65,1448,2025-12-20T16:21:57.030574,69.03
"2221688,100,8,77,E5,ED,40,5C,FE,E5,41",2221688,2081448,37,-54.0,-47.1333,-54.0000,-54.0,86.80,97.65,1452,2025-12-20T16:21:58.482574,69.03
"2223138,100,8,FD,8B,7D,40,D7,2B,E9,41",2223138,2082900,37,-54.0,-47.1333,-54.0000,-54.0,86.80,97.65,1451,2025-12-20T16:21:59.933574,69.03
