payload,time_since_boot_ms,time_since_transmission_init_ms,payload_size_bytes,rssi,rssi_corrected,kalman_rssi,sma_rssi,energy_per_packet_min_mj,energy_per_packet_max_mj,tx_interval_ms,timestamp,snr_db
CFG sf=11 sbw=125000 tp=22,,,26,-53.0,-46.0667,-52.5923,-52.4,,,,2025-12-16T22:14:25.542153,70.03
"12757606,100,8,EF,43,EC,40,EF,9E,AD,41",12757606,12658439,38,-48.0,-40.7333,-50.2961,-48.0,590.41,664.21,9050,2025-12-16T22:14:34.592153,75.03
"12774086,100,8,F5,B3,B3,40,30,02,A0,41",12774086,12667489,38,-48.0,-40.7333,-49.1481,-48.0,590.41,664.21,9047,2025-12-16T22:14:43.639153,75.03
"12783146,100,8,DB,EE,1C,40,C2,F2,C3,41",12783146,12676536,38,-48.0,-40.7333,-48.5740,-48.0,590.41,664.21,9049,2025-12-16T22:14:52.688153,75.03
"12792206,100,8,67,E4,F0,40,8B,A1,E2,41",12792206,12685585,38,-48.0,-40.7333,-48.2870,-48.0,590.41,664.21,9057,2025-12-16T22:15:01.745153,75.03
"12801266,100,8,61,32,B5,40,76,FD,EF,41",12801266,12694642,38,-48.0,-40.7333,-48.1435,-48.0,590.41,664.21,9045,2025-12-16T22:15:10.790153,75.03
"12810326,100,8,A9,75,01,40,E3,EE,E3,41",12810326,12703687,38,-48.0,-40.7333,-48.0718,-48.0,590.41,664.21,9049,2025-12-16T22:15:19.839153,75.03
"12819386,100,8,A0,C1,D3,40,3F,B9,C5,41",12819386,12712736,38,-48.0,-40.7333,-48.0359,-48.0,590.41,664.21,9057,2025-12-16T22:15:28.896153,75.03
"12828446,100,8,06,82,DA,40,A2,3F,A9,41",12828446,12721793,38,-48.0,-40.7333,-48.0179,-48.0,590.41,664.21,9051,2025-12-16T22:15:37.947153,75.03
"12837506,100,8,47,1D,09,40,5D,51,A0,41",12837506,12730844,38,-48.0,-40.7333,-48.0090,-48.0,590.41,664.21,9043,2025-12-16T22:15:46.990153,75.03
"12846566,100,8,22,14,AD,40,DA,EE,B0,41",12846566,12739887,38,-48.0,-40.7333,-48.0045,-48.0,590.41,664.21,9055,2025-12-16T22:15:56.045153,75.03
"12855626,100,8,4E,08,F5,40,03,28,D0,41",12855626,12748942,38,-48.0,-40.7333,-48.0022,-48.0,590.41,664.21,9055,2025-12-16T22:16:05.100153,75.03
"12864686,100,8,6E,7C,32,40,1F,32,EA,41",12864686,12757997,38,-48.0,-40.7333,-48.0011,-48.0,590.41,664.21,9043,2025-12-16T22:16:14.143153,75.03
"12873746,100,8,61,FD,83,40,3A,64,EE,41",12873746,12767040,38,-48.0,-40.7333,-48.0006,-48.0,590.41,664.21,9053,2025-12-16T22:16:23.196153,75.03
"12882806,100,8,5D,E1,FF,40,3E,FB,D9,41",12882806,12776093,38,-48.0,-40.7333,-48.0003,-48.0,590.41,664.21,9049,2025-12-16T22:16:32.245153,75.03
"12891866,100,8,87,F2,75,40,A2,24,BA,41",12891866,12785142,38,-48.0,-40.7333,-48.0001,-48.0,590.41,664.21,9051,2025-12-16T22:16:41.296153,75.03
"12900926,100,8,35,21,40,40,74,F5,A2,41",12900926,12794193,38,-48.0,-40.7333,-48.0001,-48.0,590.41,664.21,9043,2025-12-16T22:16:50.339153,75.03
"12909986,100,8,38,0D,F9,40,DC,B0,A3,41",12909986,12803236,38,-47.0,-39.6667,-47.5000,-47.8,590.41,664.21,9043,2025-12-16T22:16:59.382153,76.03
"12919046,100,8,D2,87,A3,40,DD,7F,BB,41",12919046,12812279,38,-47.0,-39.6667,-47.2500,-47.5,590.41,664.21,9055,2025-12-16T22:17:08.437153,76.03
"12928106,100,8,AC,DA,0F,40,3F,9A,DB,41",12928106,12821334,38,-48.0,-40.7333,-47.6250,-47.5,590.41,664.21,9059,2025-12-16T22:17:17.496153,75.03
"12937166,100,8,29,CE,E1,40,D1,DD,EE,41",12937166,12830393,38,-48.0,-40.7333,-47.8125,-47.5,590.41,664.21,9041,2025-12-16T22:17:26.537153,75.03
"12946226,100,8,BF,6F,CB,40,B4,6D,E9,41",12946226,12839434,38,-48.0,-40.7333,-47.9063,-47.8,590.41,664.21,9049,2025-12-16T22:17:35.586153,75.03
"12955286,100,8,95,0D,00,40,A9,59,CE,41",12955286,12848483,38,-48.0,-40.7333,-47.9531,-48.0,590.41,664.21,9045,2025-12-16T22:17:44.631153,75.03
"12964346,100,8,55,6D,BE,40,14,75,AF,41",12964346,12857528,38,-48.0,-40.7333,-47.9766,-48.0,590.41,664.21,9055,2025-12-16T22:17:53.686153,75.03
"12973406,100,8,A1,55,EB,40,A7,29,A0,41",12973406,12866583,38,-48.0,-40.7333,-47.9883,-48.0,590.41,664.21,9047,2025-12-16T22:18:02.733153,75.03
"12982466,100,8,B0,A3,13,40,84,74,AA,41",12982466,12875630,38,-48.0,-40.7333,-47.9941,-48.0,590.41,664.21,9057,2025-12-16T22:18:11.790153,75.03
