payload,time_since_boot_ms,time_since_transmission_init_ms,payload_size_bytes,rssi,rssi_corrected,kalman_rssi,sma_rssi,energy_per_packet_min_mj,energy_per_packet_max_mj,tx_interval_ms,timestamp,snr_db
CFG sf=10 sbw=500000 tp=2,,,25,-51.0,-43.9333,-48.8024,-48.8,,,,2025-12-19T21:02:06.039336,66.01
"11434778,100,8,85,10,00,40,7F,BF,B5,41",11434778,10492395,38,-62.0,-55.6667,-55.4012,-62.0,27.68,41.52,1249,2025-12-19T21:02:07.288336,55.01
"11439003,100,8,01,CC,E1,40,40,1D,AE,41",11439003,10493644,38,-60.0,-53.5333,-57.7006,-61.0,27.68,41.52,1249,2025-12-19T21:02:08.537336,57.01
"11440253,100,8,83,5E,02,40,53,A6,A4,41",11440253,10494893,38,-62.0,-55.6667,-59.8503,-61.3,27.68,41.52,1247,2025-12-19T21:02:09.784336,55.01
"11441503,100,8,9A,42,5F,40,C6,A9,A2,41",11441503,10496140,38,-62.0,-55.6667,-60.9252,-61.5,27.68,41.52,1251,2025-12-19T21:02:11.035336,55.01
"11442753,100,8,3C,F6,D3,40,39,50,A1,41",11442753,10497391,38,-62.0,-55.6667,-61.4626,-61.5,27.68,41.52,1246,2025-12-19T21:02:12.281336,55.01
"11444003,100,8,63,82,FF,40,63,6E,A0,41",11444003,10498637,38,-62.0,-55.6667,-61.7313,-62.0,27.68,41.52,1252,2025-12-19T21:02:13.533336,55.01
"11445253,100,8,D2,92,B9,40,B9,03,A0,41",11445253,10499889,38,-62.0,-55.6667,-61.8656,-62.0,27.68,41.52,1246,2025-12-19T21:02:14.779336,55.01
"11446503,100,8,7A,45,32,40,48,23,A0,41",11446503,10501135,38,-62.0,-55.6667,-61.9328,-62.0,27.68,41.52,1251,2025-12-19T21:02:16.030336,55.01
"11447753,100,8,22,47,0C,40,31,BE,A0,41",11447753,10502386,38,-60.0,-53.5333,-60.9664,-61.5,27.68,41.52,1248,2025-12-19T21:02:17.278336,57.01
"11449003,100,8,CA,EB,9E,40,A2,F1,A1,41",11449003,10503634,38,-62.0,-55.6667,-61.4832,-61.5,27.68,41.52,1251,2025-12-19T21:02:18.529336,55.01
"11450254,100,8,A4,0F,F5,40,B0,86,A3,41",11450254,10504885,38,-62.0,-55.6667,-61.7416,-61.5,27.68,41.52,1250,2025-12-19T21:02:19.779336,55.01
"11451502,100,8,54,4D,E8,40,15,C1,A5,41",11451502,10506135,38,-62.0,-55.6667,-61.8708,-61.5,27.68,41.52,1253,2025-12-19T21:02:21.032336,55.01
"11452752,100,8,42,83,88,40,F3,3A,A8,41",11452752,10507388,38,-62.0,-55.6667,-61.9354,-62.0,27.68,41.52,1250,2025-12-19T21:02:22.282336,55.01
"11454002,100,8,EC,C7,04,40,20,17,AB,41",11454002,10508638,38,-62.0,-55.6667,-61.9677,-62.0,27.68,41.52,1250,2025-12-19T21:02:23.532336,55.01
"11455252,100,8,4D,79,54,40,8F,9B,AE,41",11455252,10509888,38,-61.0,-54.6000,-61.4839,-61.8,27.68,41.52,1249,2025-12-19T21:02:24.781336,56.01
"11456502,100,8,6D,7E,CE,40,6D,27,B2,41",11456502,10511137,38,-58.0,-51.4000,-59.7419,-60.8,27.68,41.52,1244,2025-12-19T21:02:26.025336,59.01
"11457752,100,8,23,F1,FF,40,E6,F6,B5,41",11457752,10512381,38,-62.0,-55.6667,-60.8710,-60.8,27.68,41.52,1255,2025-12-19T21:02:27.280336,55.01
"11459002,100,8,70,A7,BF,40,46,5E,BA,41",11459002,10513636,38,-61.0,-54.6000,-60.9355,-60.5,27.68,41.52,1242,2025-12-19T21:02:28.522336,56.01
"11460252,100,8,82,2C,3B,40,34,94,BE,41",11460252,10514878,38,-62.0,-55.6667,-61.4677,-60.8,27.68,41.52,1255,2025-12-19T21:02:29.777336,55.01
"11461502,100,8,6C,31,08,40,49,E7,C2,41",11461502,10516133,38,-60.0,-53.5333,-60.7339,-61.2,27.68,41.52,1246,2025-12-19T21:02:31.023336,57.01
"11462753,100,8,93,8E,98,40,87,B0,C7,41",11462753,10517379,38,-62.0,-55.6667,-61.3669,-61.2,27.68,41.52,1251,2025-12-19T21:02:32.274336,55.01
"11464001,100,8,6D,3B,FA,40,9D,E0,CC,41",11464001,10518630,38,-62.0,-55.6667,-61.6835,-61.5,27.68,41.52,1250,2025-12-19T21:02:33.524336,55.01
"11465250,100,8,D4,54,EC,40,0A,D1,D0,41",11465250,10519880,38,-62.0,-55.6667,-61.8417,-61.5,27.68,41.52,1248,2025-12-19T21:02:34.772336,55.01
"11466500,100,8,E4,BC,8E,40,E2,0B,D5,41",11466500,10521128,38,-62.0,-55.6667,-61.9209,-62.0,27.68,41.52,1253,2025-12-19T21:02:36.025336,55.01
"11467750,100,8,62,04,08,40,5A,1E,D9,41",11467750,10522381,38,-62.0,-55.6667,-61.9604,-62.0,27.68,41.52,1242,2025-12-19T21:02:37.267336,55.01
"11469000,100,8,36,29,4A,40,C2,52,DD,41",11469000,10523623,38,-61.0,-54.6000,-61.4802,-61.8,27.68,41.52,1249,2025-12-19T21:02:38.516336,56.01
"11470250,100,8,34,D2,C8,40,DA,E8,E0,41",11470250,10524872,38,-62.0,-55.6667,-61.7401,-61.8,27.68,41.52,1252,2025-12-19T21:02:39.768336,55.01
"11471500,100,8,BD,F3,FF,40,DD,31,E4,41",11471500,10526124,38,-62.0,-55.6667,-61.8701,-61.8,27.68,41.52,1247,2025-12-19T21:02:41.015336,55.01
"11472750,100,8,5F,98,C5,40,80,63,E7,41",11472750,10527371,38,-62.0,-55.6667,-61.9350,-61.8,27.68,41.52,1250,2025-12-19T21:02:42.265336,55.01
"11474000,100,8,45,A9,44,40,BB,EB,E9,41",11474000,10528621,38,-62.0,-55.6667,-61.9675,-62.0,27.68,41.52,1254,2025-12-19T21:02:43.519336,55.01
"11475251,100,8,E9,EA,04,40,FF,0A,EC,41",11475251,10529875,38,-62.0,-55.6667,-61.9838,-62.0,27.68,41.52,1248,2025-12-19T21:02:44.767336,55.01
"11476499,100,8,BF,39,92,40,40,DC,ED,41",11476499,10531123,38,-61.0,-54.6000,-61.4919,-61.8,27.68,41.52,1249,2025-12-19T21:02:46.016336,56.01
"11477749,100,8,30,6C,EE,40,67,0C,EF,41",11477749,10532372,38,-63.0,-56.7333,-62.2459,-62.0,27.68,41.52,1253,2025-12-19T21:02:47.269336,54.01
"11478999,100,8,37,EB,F4,40,B9,C3,EF,41",11478999,10533625,38,-62.0,-55.6667,-62.1230,-62.0,27.68,41.52,1250,2025-12-19T21:02:48.519336,55.01
"11480249,100,8,FB,09,95,40,54,FF,EF,41",11480249,10534875,38,-62.0,-55.6667,-62.0615,-62.0,27.68,41.52,1243,2025-12-19T21:02:49.762336,55.01
"11481499,100,8,3E,10,0C,40,95,B4,EF,41",11481499,10536118,38,-61.0,-54.6000,-61.5307,-62.0,27.68,41.52,1253,2025-12-19T21:02:51.015336,56.01
"11482749,100,8,F6,5D,40,40,FB,D6,EE,41",11482749,10537371,38,-62.0,-55.6667,-61.7654,-61.8,27.68,41.52,1246,2025-12-19T21:02:52.261336,55.01
"11483999,100,8,F7,F7,C2,40,1A,8E,ED,41",11483999,10538617,38,-62.0,-55.6667,-61.8827,-61.8,27.68,41.52,1250,2025-12-19T21:02:53.511336,55.01
"11485249,100,8,2C,8A,FF,40,02,D1,EB,41",11485249,10539867,38,-62.0,-55.6667,-61.9413,-61.8,27.68,41.52,1251,2025-12-19T21:02:54.762336,55.01
"11486499,100,8,EC,5E,CB,40,46,6D,E9,41",11486499,10541118,38,-62.0,-55.6667,-61.9707,-62.0,27.68,41.52,1252,2025-12-19T21:02:56.014336,55.01
"11487750,100,8,12,B1,4E,40,26,D0,E6,41",11487750,10542370,38,-62.0,-55.6667,-61.9853,-62.0,27.68,41.52,1249,2025-12-19T21:02:57.263336,55.01
"11488998,100,8,4C,77,02,40,AC,D3,E3,41",11488998,10543619,38,-61.0,-54.6000,-61.4927,-61.8,27.68,41.52,1251,2025-12-19T21:02:58.514336,56.01
"11490248,100,8,73,F4,8B,40,D7,2F,E0,41",11490248,10544870,38,-60.0,-53.5333,-60.7463,-61.2,27.68,41.52,1244,2025-12-19T21:02:59.758336,57.01
"11491498,100,8,E2,93,EA,40,13,8B,DC,41",11491498,10546114,38,-62.0,-55.6667,-61.3732,-61.2,27.68,41.52,1250,2025-12-19T21:03:01.008336,55.01
"11492748,100,8,8F,B3,F7,40,BD,A6,D8,41",11492748,10547364,38,-62.0,-55.6667,-61.6866,-61.2,27.68,41.52,1254,2025-12-19T21:03:02.262336,55.01
"11493998,100,8,6D,63,9B,40,7F,2D,D4,41",11493998,10548618,38,-62.0,-55.6667,-61.8433,-61.5,27.68,41.52,1248,2025-12-19T21:03:03.510336,55.01
"11495248,100,8,F0,E6,10,40,E3,EB,CF,41",11495248,10549866,38,-62.0,-55.6667,-61.9216,-62.0,27.68,41.52,1247,2025-12-19T21:03:04.757336,55.01
"11496498,100,8,34,60,2A,40,C4,91,CB,41",11496498,10551113,38,-62.0,-55.6667,-61.9608,-62.0,27.68,41.52,1254,2025-12-19T21:03:06.011336,55.01
"11497748,100,8,4E,F6,BC,40,3B,C6,C6,41",11497748,10552367,38,-62.0,-55.6667,-61.9804,-62.0,27.68,41.52,1239,2025-12-19T21:03:07.250336,55.01
