payload,time_since_boot_ms,time_since_transmission_init_ms,payload_size_bytes,rssi,rssi_corrected,kalman_rssi,sma_rssi,energy_per_packet_min_mj,energy_per_packet_max_mj,tx_interval_ms,timestamp,snr_db
CFG sf=8 sbw=250000 tp=12,,,25,-58.0,-51.4000,-57.9638,-57.6,,,,2025-12-13T17:54:55.838933,62.02
"2486581,100,8,34,CD,EB,40,13,DA,D0,41",2486581,2250132,37,-50.0,-42.8667,-53.9819,-50.0,21.70,32.55,729,2025-12-13T17:54:56.567933,70.02
"2487891,100,8,F9,62,97,40,B4,B3,D4,41",2487891,2250861,37,-49.0,-41.8000,-51.4909,-49.5,21.70,32.55,720,2025-12-13T17:54:57.287933,71.02
"2488620,100,8,DE,7F,1F,40,43,0F,D8,41",2488620,2251581,37,-49.0,-41.8000,-50.2455,-49.3,21.70,32.55,729,2025-12-13T17:54:58.016933,71.02
"2489349,100,8,EA,08,00,40,3C,3A,DA,41",2489349,2252310,37,-48.0,-40.7333,-49.1227,-49.0,21.70,32.55,733,2025-12-13T17:54:58.749933,72.02
"2490079,100,8,63,88,2F,40,56,AC,DC,41",2490079,2253043,37,-49.0,-41.8000,-49.0614,-48.8,21.70,32.55,735,2025-12-13T17:54:59.484933,71.02
"2490808,100,8,EA,7C,91,40,85,04,DF,41",2490808,2253778,37,-50.0,-42.8667,-49.5307,-49.0,21.70,32.55,727,2025-12-13T17:55:00.211933,70.02
"2491537,100,8,FE,9A,C9,40,19,F0,E0,41",2491537,2254505,37,-49.0,-41.8000,-49.2653,-49.0,21.70,32.55,716,2025-12-13T17:55:00.927933,71.02
"2492267,100,8,7F,8E,F7,40,72,10,E3,41",2492267,2255221,37,-50.0,-42.8667,-49.6327,-49.5,21.70,32.55,741,2025-12-13T17:55:01.668933,70.02
"2492996,100,8,1C,54,FC,40,DC,0E,E5,41",2492996,2255962,37,-49.0,-41.8000,-49.3163,-49.5,21.70,32.55,722,2025-12-13T17:55:02.390933,71.02
"2493725,100,8,CA,5A,DD,40,72,A7,E6,41",2493725,2256684,37,-49.0,-41.8000,-49.1582,-49.2,21.70,32.55,722,2025-12-13T17:55:03.112933,71.02
"2494456,100,8,5D,5C,9F,40,57,60,E8,41",2494456,2257406,37,-50.0,-42.8667,-49.5791,-49.5,21.70,32.55,740,2025-12-13T17:55:03.852933,70.02
"2495185,100,8,33,89,52,40,03,BA,E9,41",2495185,2258146,37,-50.0,-42.8667,-49.7895,-49.5,21.70,32.55,724,2025-12-13T17:55:04.576933,70.02
"2495914,100,8,B2,A8,06,40,F2,25,EB,41",2495914,2258870,37,-50.0,-42.8667,-49.8948,-49.8,21.70,32.55,730,2025-12-13T17:55:05.306933,70.02
"2496643,100,8,65,F3,11,40,CE,65,EC,41",2496643,2259600,37,-46.0,-38.6000,-47.9474,-49.0,21.70,32.55,721,2025-12-13T17:55:06.027933,74.02
"2497372,100,8,13,1F,5E,40,B3,53,ED,41",2497372,2260321,37,-50.0,-42.8667,-48.9737,-49.0,21.70,32.55,740,2025-12-13T17:55:06.767933,70.02
"2498102,100,8,42,C6,AF,40,B9,3D,EE,41",2498102,2261061,37,-50.0,-42.8667,-49.4868,-49.0,21.70,32.55,721,2025-12-13T17:55:07.488933,70.02
"2498831,100,8,BA,11,E9,40,CC,F7,EE,41",2498831,2261782,37,-50.0,-42.8667,-49.7434,-49.0,21.70,32.55,730,2025-12-13T17:55:08.218933,70.02
"2499560,100,8,C3,76,FF,40,6D,70,EF,41",2499560,2262512,37,-49.0,-41.8000,-49.3717,-49.8,21.70,32.55,740,2025-12-13T17:55:08.958933,71.02
"2500290,100,8,A3,8A,EF,40,37,CF,EF,41",2500290,2263252,37,-48.0,-40.7333,-48.6859,-49.2,21.70,32.55,722,2025-12-13T17:55:09.680933,72.02
"2501019,100,8,A5,35,BA,40,16,FC,EF,41",2501019,2263974,37,-49.0,-41.8000,-48.8429,-49.0,21.70,32.55,735,2025-12-13T17:55:10.415933,71.02
"2501749,100,8,3D,7C,81,40,A5,FA,EF,41",2501749,2264709,37,-49.0,-41.8000,-48.9215,-48.8,21.70,32.55,722,2025-12-13T17:55:11.137933,71.02
"2502478,100,8,19,0C,1C,40,6A,CA,EF,41",2502478,2265431,37,-49.0,-41.8000,-48.9607,-48.8,21.70,32.55,727,2025-12-13T17:55:11.864933,71.02
"2503206,100,8,2E,44,00,40,5A,79,EF,41",2503206,2266158,37,-49.0,-41.8000,-48.9804,-49.0,21.70,32.55,737,2025-12-13T17:55:12.601933,71.02
"2503936,100,8,D7,DD,33,40,D6,EC,EE,41",2503936,2266895,37,-49.0,-41.8000,-48.9902,-49.0,21.70,32.55,715,2025-12-13T17:55:13.316933,71.02
"2504665,100,8,D7,AF,94,40,84,2F,EE,41",2504665,2267610,37,-49.0,-41.8000,-48.9951,-49.0,21.70,32.55,734,2025-12-13T17:55:14.050933,71.02
"2505394,100,8,A8,7D,CC,40,17,67,ED,41",2505394,2268344,37,-49.0,-41.8000,-48.9975,-49.0,21.70,32.55,738,2025-12-13T17:55:14.788933,71.02
"2506124,100,8,AE,D4,F8,40,C3,51,EC,41",2506124,2269082,37,-49.0,-41.8000,-48.9988,-49.0,21.70,32.55,715,2025-12-13T17:55:15.503933,71.02
"2506853,100,8,69,64,FB,40,E6,0E,EB,41",2506853,2269797,37,-49.0,-41.8000,-48.9994,-49.0,21.70,32.55,742,2025-12-13T17:55:16.245933,71.02
"2507582,100,8,5F,D6,DA,40,1A,D7,E9,41",2507582,2270539,37,-49.0,-41.8000,-48.9997,-49.0,21.70,32.55,728,2025-12-13T17:55:16.973933,71.02
"2508312,100,8,28,22,9C,40,05,44,E8,41",2508312,2271267,37,-50.0,-42.8667,-49.4998,-49.2,21.70,32.55,724,2025-12-13T17:55:17.697933,70.02
"2509042,100,8,4E,4B,4D,40,3D,CA,E6,41",2509042,2271991,37,-50.0,-42.8667,-49.7499,-49.5,21.70,32.55,726,2025-12-13T17:55:18.423933,70.02
"2509771,100,8,0E,14,05,40,BE,ED,E4,41",2509771,2272717,37,-50.0,-42.8667,-49.8750,-49.8,21.70,32.55,726,2025-12-13T17:55:19.149933,70.02
"2510499,100,8,52,C6,14,40,F9,EC,E2,41",2510499,2273443,37,-48.0,-40.7333,-48.9375,-49.5,21.70,32.55,729,2025-12-13T17:55:19.878933,72.02
"2511228,100,8,03,BB,63,40,7C,1A,E1,41",2511228,2274172,37,-50.0,-42.8667,-49.4687,-49.5,21.70,32.55,732,2025-12-13T17:55:20.610933,70.02
"2511958,100,8,10,F3,B2,40,23,DD,DE,41",2511958,2274904,37,-49.0,-41.8000,-49.2344,-49.2,21.70,32.55,728,2025-12-13T17:55:21.338933,71.02
"2512687,100,8,17,1F,EB,40,20,83,DC,41",2512687,2275632,37,-49.0,-41.8000,-49.1172,-49.0,21.70,32.55,728,2025-12-13T17:55:22.066933,71.02
"2513416,100,8,26,C0,FF,40,87,6A,DA,41",2513416,2276360,37,-49.0,-41.8000,-49.0586,-49.2,21.70,32.55,729,2025-12-13T17:55:22.795933,71.02
"2514146,100,8,77,B0,ED,40,30,E3,D7,41",2514146,2277089,37,-50.0,-42.8667,-49.5293,-49.2,21.70,32.55,736,2025-12-13T17:55:23.531933,70.02
"2514875,100,8,E1,46,C0,40,5A,A8,D5,41",2514875,2277825,37,-49.0,-41.8000,-49.2646,-49.2,21.70,32.55,724,2025-12-13T17:55:24.255933,71.02
"2515605,100,8,61,E2,7C,40,9D,FE,D2,41",2515605,2278549,37,-49.0,-41.8000,-49.1323,-49.2,21.70,32.55,721,2025-12-13T17:55:24.976933,71.02
"2516335,100,8,CA,C7,18,40,18,47,D0,41",2516335,2279270,37,-49.0,-41.8000,-49.0662,-49.2,21.70,32.55,729,2025-12-13T17:55:25.705933,71.02
