payload,time_since_boot_ms,time_since_transmission_init_ms,payload_size_bytes,rssi,rssi_corrected,kalman_rssi,sma_rssi,energy_per_packet_min_mj,energy_per_packet_max_mj,tx_interval_ms,timestamp,snr_db
CFG sf=9 sbw=62500 tp=12,,,24,-68.0,-62.0667,-68.4498,-68.6,,,,2025-12-20T16:37:26.669724,58.04
"3146427,100,8,6A,D1,45,40,95,B5,D1,41",3146427,3004973,37,-60.0,-53.5333,-64.2249,-60.0,147.60,221.40,4948,2025-12-20T16:37:31.617724,66.04
"3155505,100,8,5E,44,F5,40,4B,DD,BF,41",3155505,3009921,37,-60.0,-53.5333,-62.1124,-60.0,147.60,221.40,4953,2025-12-20T16:37:36.570724,66.04
"3160454,100,8,69,D9,26,40,F6,9B,A5,41",3160454,3014874,37,-60.0,-53.5333,-61.0562,-60.0,147.60,221.40,4949,2025-12-20T16:37:41.519724,66.04
"3165403,100,8,35,BD,E8,40,D3,25,A0,41",3165403,3019823,37,-60.0,-53.5333,-60.5281,-60.0,147.60,221.40,4948,2025-12-20T16:37:46.467724,66.04
"3170352,100,8,C0,E8,CD,40,01,9F,A2,41",3170352,3024771,37,-60.0,-53.5333,-60.2641,-60.0,147.60,221.40,4948,2025-12-20T16:37:51.415724,66.04
"3175301,100,8,DD,CF,07,40,6C,89,AC,41",3175301,3029719,37,-60.0,-53.5333,-60.1320,-60.0,147.60,221.40,4951,2025-12-20T16:37:56.366724,66.04
"3180249,100,8,B9,EA,98,40,AC,EB,BB,41",3180249,3034670,37,-60.0,-53.5333,-60.0660,-60.0,147.60,221.40,4944,2025-12-20T16:38:01.310724,66.04
"3185199,100,8,88,14,FF,40,9F,B5,CD,41",3185199,3039614,37,-60.0,-53.5333,-60.0330,-60.0,147.60,221.40,4945,2025-12-20T16:38:06.255724,66.04
"3190147,100,8,07,FF,7D,40,8E,5C,DE,41",3190147,3044559,37,-60.0,-53.5333,-60.0165,-60.0,147.60,221.40,4955,2025-12-20T16:38:11.210724,66.04
"3195097,100,8,8F,AA,1D,40,B2,8F,EA,41",3195097,3049514,37,-60.0,-53.5333,-60.0083,-60.0,147.60,221.40,4946,2025-12-20T16:38:16.156724,66.04
"3200046,100,8,0D,2F,72,40,59,86,EE,41",3200046,3054460,37,-60.0,-53.5333,-60.0041,-60.0,147.60,221.40,4946,2025-12-20T16:38:21.102724,66.04
"3204995,100,8,B6,D3,D4,40,02,42,ED,41",3204995,3059406,37,-60.0,-53.5333,-60.0021,-60.0,147.60,221.40,4950,2025-12-20T16:38:26.052724,66.04
"3209944,100,8,D3,F8,06,40,6D,82,E3,41",3209944,3064356,37,-60.0,-53.5333,-60.0010,-60.0,147.60,221.40,4948,2025-12-20T16:38:31.000724,66.04
"3214893,100,8,48,71,9A,40,DF,23,D4,41",3214893,3069304,37,-60.0,-53.5333,-60.0005,-60.0,147.60,221.40,4946,2025-12-20T16:38:35.946724,66.04
