payload,time_since_boot_ms,time_since_transmission_init_ms,payload_size_bytes,rssi,rssi_corrected,kalman_rssi,sma_rssi,energy_per_packet_min_mj,energy_per_packet_max_mj,tx_interval_ms,timestamp,snr_db
CFG sf=10 sbw=125000 tp=2,,,25,-56.0,-49.2667,-54.5503,-54.8,,,,2025-12-21T00:45:53.689301,67.03
"32448556,100,8,EA,68,6C,40,9D,F5,EF,41",32448556,8496216,38,-67.0,-61.0000,-60.7751,-67.0,110.70,166.05,4948,2025-12-21T00:45:58.637301,56.03
"32465372,100,8,B4,76,A2,40,A3,6D,DF,41",32465372,8501164,38,-67.0,-61.0000,-63.8876,-67.0,110.70,166.05,4944,2025-12-21T00:46:03.581301,56.03
"32470321,100,8,24,D0,C3,40,C4,8F,A8,41",32470321,8506108,38,-67.0,-61.0000,-65.4438,-67.0,110.70,166.05,4946,2025-12-21T00:46:08.527301,56.03
"32475270,100,8,E7,84,EF,40,28,EF,A0,41",32475270,8511054,38,-67.0,-61.0000,-66.2219,-67.0,110.70,166.05,4953,2025-12-21T00:46:13.480301,56.03
"32480219,100,8,1E,53,35,40,C6,15,A1,41",32480219,8516007,38,-67.0,-61.0000,-66.6109,-67.0,110.70,166.05,4951,2025-12-21T00:46:18.431301,56.03
"32485168,100,8,12,6D,5B,40,EE,FB,A8,41",32485168,8520958,38,-67.0,-61.0000,-66.8055,-67.0,110.70,166.05,4948,2025-12-21T00:46:23.379301,56.03
"32490117,100,8,C9,89,FA,40,FF,0E,B7,41",32490117,8525906,38,-68.0,-62.0667,-67.4027,-67.2,110.70,166.05,4950,2025-12-21T00:46:28.329301,55.03
"32495066,100,8,E8,1D,AC,40,97,81,C8,41",32495066,8530856,38,-67.0,-61.0000,-67.2014,-67.2,110.70,166.05,4944,2025-12-21T00:46:33.273301,56.03
"32500015,100,8,F4,B4,00,40,61,DA,D9,41",32500015,8535800,38,-67.0,-61.0000,-67.1007,-67.2,110.70,166.05,4952,2025-12-21T00:46:38.225301,56.03
"32504964,100,8,FC,34,BC,40,2E,A5,E7,41",32504964,8540752,38,-68.0,-62.0667,-67.5503,-67.5,110.70,166.05,4947,2025-12-21T00:46:43.172301,55.03
"32509913,100,8,37,C1,F3,40,FD,22,EF,41",32509913,8545699,38,-67.0,-61.0000,-67.2752,-67.2,110.70,166.05,4947,2025-12-21T00:46:48.119301,56.03
"32514862,100,8,28,F7,40,40,F5,D5,EE,41",32514862,8550646,38,-67.0,-61.0000,-67.1376,-67.2,110.70,166.05,4946,2025-12-21T00:46:53.065301,56.03
"32519811,100,8,15,0C,4E,40,6D,CD,E6,41",32519811,8555592,38,-67.0,-61.0000,-67.0688,-67.2,110.70,166.05,4954,2025-12-21T00:46:58.019301,56.03
"32524760,100,8,BD,89,F7,40,DD,A2,D8,41",32524760,8560546,38,-67.0,-61.0000,-67.0344,-67.0,110.70,166.05,4943,2025-12-21T00:47:02.962301,56.03
"32529709,100,8,33,12,B4,40,55,28,C7,41",32529709,8565489,38,-67.0,-61.0000,-67.0172,-67.0,110.70,166.05,4950,2025-12-21T00:47:07.912301,56.03
"32534658,100,8,14,00,00,40,BF,D8,B5,41",32534658,8570439,38,-67.0,-61.0000,-67.0086,-67.0,110.70,166.05,4948,2025-12-21T00:47:12.860301,56.03
"32539607,100,8,D1,66,B4,40,73,26,A8,41",32539607,8575387,38,-67.0,-61.0000,-67.0043,-67.0,110.70,166.05,4948,2025-12-21T00:47:17.808301,56.03
"32544556,100,8,11,66,F7,40,94,CB,A0,41",32544556,8580335,38,-67.0,-61.0000,-67.0021,-67.0,110.70,166.05,4948,2025-12-21T00:47:22.756301,56.03
"32549505,100,8,EE,80,4D,40,03,3F,A1,41",32549505,8585283,38,-67.0,-61.0000,-67.0011,-67.0,110.70,166.05,4954,2025-12-21T00:47:27.710301,56.03
"32554454,100,8,2C,79,41,40,C6,69,A9,41",32554454,8590237,38,-67.0,-61.0000,-67.0005,-67.0,110.70,166.05,4946,2025-12-21T00:47:32.656301,56.03
"32559403,100,8,63,EB,F3,40,94,AB,B7,41",32559403,8595183,38,-67.0,-61.0000,-67.0003,-67.0,110.70,166.05,4943,2025-12-21T00:47:37.599301,56.03
"32564352,100,8,33,E2,BB,40,BB,2D,C9,41",32564352,8600126,38,-67.0,-61.0000,-67.0001,-67.0,110.70,166.05,4950,2025-12-21T00:47:42.549301,56.03
"32569301,100,8,B0,07,00,40,B8,18,DA,41",32569301,8605076,38,-67.0,-61.0000,-67.0001,-67.0,110.70,166.05,4953,2025-12-21T00:47:47.502301,56.03
"32574250,100,8,9C,E4,B5,40,AC,CF,E7,41",32574250,8610029,38,-67.0,-61.0000,-67.0000,-67.0,110.70,166.05,4944,2025-12-21T00:47:52.446301,56.03
"32579199,100,8,4D,C1,F6,40,2D,31,EF,41",32579199,8614973,38,-67.0,-61.0000,-67.0000,-67.0,110.70,166.05,4949,2025-12-21T00:47:57.395301,56.03
"32584148,100,8,46,10,4B,40,04,C5,EE,41",32584148,8619922,38,-67.0,-61.0000,-67.0000,-67.0,110.70,166.05,4951,2025-12-21T00:48:02.346301,56.03
"32589097,100,8,0D,CA,43,40,BA,A0,E6,41",32589097,8624873,38,-67.0,-61.0000,-67.0000,-67.0,110.70,166.05,4945,2025-12-21T00:48:07.291301,56.03
"32594046,100,8,BD,A6,F4,40,4E,63,D8,41",32594046,8629818,38,-67.0,-61.0000,-67.0000,-67.0,110.70,166.05,4954,2025-12-21T00:48:12.245301,56.03
"32598995,100,8,C6,6A,BA,40,92,E2,C6,41",32598995,8634772,38,-68.0,-62.0667,-67.5000,-67.2,110.70,166.05,4945,2025-12-21T00:48:17.190301,55.03
"32603944,100,8,45,6C,00,40,AC,9A,B5,41",32603944,8639717,38,-67.0,-61.0000,-67.2500,-67.2,110.70,166.05,4952,2025-12-21T00:48:22.142301,56.03
"32608893,100,8,70,F7,AD,40,6D,FC,A7,41",32608893,8644669,38,-67.0,-61.0000,-67.1250,-67.2,110.70,166.05,4943,2025-12-21T00:48:27.085301,56.03
"32613842,100,8,7E,E6,F9,40,F7,BD,A0,41",32613842,8649612,38,-67.0,-61.0000,-67.0625,-67.2,110.70,166.05,4949,2025-12-21T00:48:32.034301,56.03
"32618791,100,8,B1,43,58,40,86,50,A1,41",32618791,8654561,38,-67.0,-61.0000,-67.0313,-67.0,110.70,166.05,4948,2025-12-21T00:48:36.982301,56.03
"32623740,100,8,F0,EE,37,40,ED,96,A9,41",32623740,8659509,38,-67.0,-61.0000,-67.0156,-67.0,110.70,166.05,4949,2025-12-21T00:48:41.931301,56.03
"32628689,100,8,D2,8C,F0,40,61,EB,B7,41",32628689,8664458,38,-67.0,-61.0000,-67.0078,-67.0,110.70,166.05,4951,2025-12-21T00:48:46.882301,56.03
